Product,Category,Features
Becca Skin Love Glow Elixir,serums,"['Acne-Fighting', 'Comedogenic Rating (1)', 'Brightening', 'Brightening', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Anti-Aging', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Allergens', 'Allergens', 'Allergens', 'UV Protection', 'Allergens', 'UV Protection']"
Timeless skincare 20% vitamin C-E Ferulic Acid Serum,serums,"['Promotes Wound Healing', 'Promotes Wound Healing', 'Good for Dry Skin', 'Brightening', 'Anti-Aging', 'Anti-Aging', 'Fungal Acne Trigger', 'Allergens']"
By PNA Birdnest Essence,serums,"['Good for Dry Skin', 'Brightening', 'Promotes Wound Healing', 'Brightening', 'Anti-Aging', 'Anti-Aging']"
Origins Mega-Bright Skin Tone Correcting Serum,serums,"['Comedogenic Rating (1)', 'Brightening', 'Good for Dry Skin', 'Promotes Wound Healing', 'Acne-Fighting', 'Comedogenic Rating (2)', 'Silicone', 'Silicone', 'Bad for Sensitive Skin', 'Bad for Sensitive Skin', 'Anti-Aging', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'UV Protection']"
NIOD Modulating Glucosides,serums,"['Comedogenic Rating (1)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Allergens', 'Brightening']"
SkinCeuticals Hydrating B5 Gel Moisture Enhancing Gel,serums,['Promotes Wound Healing']
Charms Intelligence Serum,serums,"['Acne-Fighting', 'Brightening', 'Promotes Wound Healing', 'Brightening', 'Good for Sensitive Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Good for Oily Skin', 'Good for Oily Skin']"
The Raw. Arbutin 2% + Niacinamide 5% + Glutathione Serum,serums,"['Brightening', 'Brightening', 'Brightening', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging']"
Votre Peau Vitamin C Serum,serums,"['Good for Dry Skin', 'Acne-Fighting', 'Bad for Dry Skin', 'Anti-Aging']"
Skintegra Hydra B,serums,"['Acne-Fighting', 'Brightening', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Good for Dry Skin', 'Silicone', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Anti-Aging']"
BLITHE Vital Treatment Essence 5 Energy Roots,serums,"['Acne-Fighting', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Silicone', 'Fungal Acne Trigger', 'Brightening']"
Sioris A Calming Day Ampoule,serums,"['Acne-Fighting', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin']"
Avoskin Perfect Hydrating Treatment Essence,serums,"['Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Bad for Dry Skin', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)']"
Sulwhasoo Capsulized Ginseng Fortifying Serum,serums,"['Acne-Fighting', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Dry Skin', 'Silicone']"
Estee Lauder Nutritious Vitality8 Night Radiant Overnight Detox Concentrate,serums,"['Fungal Acne Trigger', 'Good for Dry Skin', 'Bad for Oily Skin', 'Brightening', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Anti-Aging', 'Fungal Acne Trigger', 'Fungal Acne Trigger']"
Cos de Baha Azelaic Acid 10% Serum with Niacinamide,serums,"['Brightening', 'Promotes Wound Healing', 'Acne-Fighting', 'Bad for Sensitive Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Good for Sensitive Skin']"
Exposed Skin Care Acne Treatment Serum,serums,"['Good for Dry Skin', 'Acne-Fighting', 'Acne-Fighting']"
Cos de Baha Vitamin B5 4% + Hyaluronic Acid Serum,serums,"['Brightening', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Oily Skin', 'Good for Oily Skin', 'Good for Sensitive Skin']"
Cos de Baha Peptide Serum with Matrixyl 3000 Argireline,serums,"['Good for Dry Skin', 'Anti-Aging', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Oily Skin', 'Good for Sensitive Skin']"
Geek & Gorgeous B-Bomb,serums,"['Brightening', 'Good for Dry Skin']"
Madara Cosmetics Time Miracle Cellular Repair Serum,serums,"['Good for Dry Skin', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Bad for Oily Skin', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Anti-Aging', 'Anti-Aging', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'UV Protection']"
Nano White Dark Spot Corrective Serum,serums,"['Brightening', 'Brightening', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Anti-Aging', 'Fungal Acne Trigger', 'Brightening', 'Brightening', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Good for Oily Skin', 'Anti-Aging']"
Meeracle Facial Serum,serums,"['Brightening', 'Good for Dry Skin', 'Anti-Aging', 'Good for Oily Skin', 'UV Protection']"
ETUDE HOUSE Zero Sebum Oil Cut Silky Essence,serums,"['Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Acne-Fighting', 'Anti-Aging', 'Bad for Dry Skin', 'Bad for Sensitive Skin', 'UV Protection']"
CeraVe Skin Renewing Cream Serum,serums,"['Brightening', 'Anti-Aging', 'Anti-Aging', 'Anti-Aging', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Anti-Aging', 'Anti-Aging', 'Bad for Dry Skin', 'Silicone', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Acne-Fighting']"
Farsáli Unicorn Essence,serums,"['Bad for Sensitive Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'UV Protection']"
Scarlett Brightly Ever After Serum,serums,"['Brightening', 'Brightening', 'Brightening', 'Good for Dry Skin', 'Anti-Aging']"
Dermalogica UltraCalming Barrier Repair,serums,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Silicone', 'Anti-Aging', 'Brightening']"
Geek & Gorgeous 101 APAD 20% Azelaic Acid Derivative Serum,serums,"['Good for Dry Skin', 'Anti-Aging', 'Good for Oily Skin']"
Leegeehaam (LJH) Tea Tree 95 Essence,serums,"['Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Oily Skin']"
Grace & Stella Hyaluronic Acid Hydrating Serum,serums,"['Promotes Wound Healing', 'Promotes Wound Healing', 'Good for Dry Skin', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Anti-Aging', 'Fungal Acne Trigger']"
FROMNATURE Age Intense Treatment Essence,serums,"['Brightening', 'Anti-Aging', 'Good for Dry Skin', 'Promotes Wound Healing', 'Fungal Acne Trigger']"
Ecooking Moisturizing Serum,serums,"['Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Comedogenic Rating (2)']"
KYPRIS Antioxidant Dew,serums,"['Promotes Wound Healing', 'Good for Sensitive Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Anti-Aging', 'Anti-Aging', 'Anti-Aging', 'Good for Sensitive Skin']"
MISSHA Super Aqua Cell Renew Snail Skin Treatment,serums,"['Acne-Fighting', 'Brightening', 'Anti-Aging', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Comedogenic Rating (2)']"
Atopalm Real Barrier Aqua Soothing Ampoule,serums,"['Promotes Wound Healing', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Good for Dry Skin', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Anti-Aging', 'Good for Oily Skin']"
SCINIC Hyaluronic Acid Ampoule 95,serums,"['Acne-Fighting', 'Brightening', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Anti-Aging', 'Good for Dry Skin', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Promotes Wound Healing', 'Good for Sensitive Skin']"
Dr. Jart+ V7 Radiance Serum,serums,"['Acne-Fighting', 'Brightening', 'Brightening', 'Promotes Wound Healing', 'Anti-Aging', 'Promotes Wound Healing', 'Anti-Aging', 'Brightening', 'Bad for Sensitive Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Fungal Acne Trigger', 'Anti-Aging', 'Good for Sensitive Skin', 'UV Protection']"
Skinlex 2% Alpha-Arbutin Serum,serums,"['Acne-Fighting', 'Brightening', 'Promotes Wound Healing', 'Brightening', 'Brightening', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Good for Oily Skin', 'Brightening']"
Cosmedica Advanced 2.5% Retinol Serum,serums,"['Bad for Oily Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Anti-Aging', 'Good for Oily Skin', 'Acne-Fighting', 'Good for Sensitive Skin']"
BEAUTY OF JOSEON Calming Serum : Green Tea+Panthenol,serums,"['Promotes Wound Healing', 'Promotes Wound Healing', 'Bad for Oily Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Good for Oily Skin', 'Good for Oily Skin']"
SKINFOOD Royal Honey Propolis Essence,serums,"['Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin']"
Clarins Double Serum Hydric+Lipidic System,serums,"['Comedogenic Rating (1)', 'Good for Dry Skin', 'Good for Dry Skin', 'Brightening', 'Anti-Aging', 'Anti-Aging', 'Anti-Aging']"
Kiehl's Clearly Corrective Brightening And Soothing Treatment Water,serums,"['Bad for Sensitive Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Acne-Fighting', 'Anti-Aging', 'Anti-Aging', 'Bad for Dry Skin', 'Allergens', 'UV Protection']"
IsNtree C Niacin Toning Ampoule,serums,"['Brightening', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Good for Sensitive Skin']"
TONYMOLY The Chok Chok Green Tea Watery Essence,serums,"['Bad for Sensitive Skin', 'Fungal Acne Trigger', 'Silicone', 'Bad for Dry Skin', 'Good for Oily Skin']"
NEOGEN White Truffle Serum In Oil Drop,serums,"['Fungal Acne Trigger', 'Brightening', 'Silicone', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Bad for Oily Skin', 'Anti-Aging', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Silicone']"
Iunik Tea Tree Relief Serum,serums,"['Brightening', 'Good for Dry Skin', 'Promotes Wound Healing', 'Anti-Aging', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Oily Skin', 'Promotes Wound Healing']"
Caudalie Paris Vinosource S.O.S. Thirst-Quenching Serum,serums,"['Fungal Acne Trigger', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Anti-Aging', 'Silicone']"
Mad Hippie Vitamin C Serum,serums,"['Brightening', 'Good for Sensitive Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Anti-Aging', 'Anti-Aging', 'Good for Sensitive Skin']"
Shiseido Pureness Pore Minimizing Cooling Essence,serums,"['UV Protection', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Silicone', 'Silicone', 'Silicone', 'Bad for Sensitive Skin', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Paraben', 'Bad for Dry Skin', 'UV Protection']"
Somethinc Hyaluronic B5,serums,"['Anti-Aging', 'Brightening', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Oily Skin']"
Bio-Essence 24K Bio-Gold Rose Gold Water ,serums,"['Acne-Fighting', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Good for Oily Skin', 'Good for Oily Skin']"
Somethinc Level 1% Retinol,serums,"['Anti-Aging', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Oily Skin', 'Comedogenic Rating (2)', 'Acne-Fighting', 'UV Protection']"
Purito Galacto Niacin 97 Power Essence,serums,"['Brightening', 'Anti-Aging', 'Good for Oily Skin', 'Fungal Acne Trigger']"
INNISFREE Camellia Essential Hair Oil Serum - 100ml,serums,"['Fungal Acne Trigger', 'Silicone', 'Silicone']"
Laneige Water Bank Essence_EX,serums,"['Silicone', 'Fungal Acne Trigger', 'Brightening', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Silicone', 'Acne-Fighting', 'Silicone', 'Silicone']"
Olay Age Defying 2-in-1 Anti-Wrinkle Day Cream + Serum,serums,"['Brightening', 'Silicone', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Oily Skin', 'Silicone', 'UV Protection', 'Silicone', 'Anti-Aging', 'Bad for Oily Skin', 'UV Protection']"
I'M FROM Mugwort Essence,serums,['']
Shiseido Ultimune Power Infusing Concentrate,serums,"['Good for Dry Skin', 'Good for Dry Skin', 'Silicone', 'Anti-Aging', 'Paraben', 'Bad for Dry Skin', 'Allergens', 'Allergens', 'Allergens']"
Shiseido Eudermine Revitalizing Essence,serums,"['Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Paraben', 'Bad for Dry Skin']"
Dermalogica C-12 Concentrate,serums,"['Comedogenic Rating (1)', 'Good for Dry Skin', 'Silicone', 'Fungal Acne Trigger']"
Lumene Nordic-C Valo Glow Boost Essence,serums,"['Anti-Aging', 'Brightening', 'Bad for Sensitive Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Promotes Wound Healing', 'Anti-Aging', 'Fungal Acne Trigger', 'Allergens', 'Allergens', 'Allergens']"
Naruko Face Renewal Miracle Essence,serums,"['Acne-Fighting', 'Good for Dry Skin', 'Good for Sensitive Skin', 'Bad for Oily Skin', 'Good for Dry Skin', 'Acne-Fighting', 'Brightening', 'Promotes Wound Healing', 'Good for Oily Skin', 'Promotes Wound Healing', 'Good for Oily Skin', 'Good for Sensitive Skin', 'Good for Sensitive Skin']"
BLITHE Vital Treatment Pulp Essence - 8 Nourishing Beans,serums,"['Anti-Aging', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Bad for Sensitive Skin', 'Anti-Aging', 'Fungal Acne Trigger', 'Fungal Acne Trigger']"
Olival Vitamin Serum C,serums,"['Brightening', 'Promotes Wound Healing', 'Anti-Aging', 'Good for Sensitive Skin']"
SECRET KEY Snail Repairing Essence,serums,"['Fungal Acne Trigger', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Comedogenic Rating (2)']"
Somethinc Criously 24K Gold Essence,serums,"['Brightening', 'Brightening', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Oily Skin', 'Comedogenic Rating (2)']"
Avoskin Miraculous Retinol Ampoule,serums,"['Good for Dry Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Fungal Acne Trigger', 'Acne-Fighting']"
Shiseido White Lucent Brightening Serum for Neck & Decolletage,serums,"['Comedogenic Rating (2)', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Bad for Dry Skin', 'Silicone', 'Anti-Aging', 'Paraben', 'Allergens', 'Allergens', 'Allergens', 'Comedogenic Rating (2)', 'UV Protection', 'Allergens']"
Dermalogica Age Smart Multivitamin Power Serum,serums,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Brightening', 'Comedogenic Rating (2)', 'Brightening', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Silicone', 'Anti-Aging', 'Allergens']"
Dermalogica Multivitamin Power Serum,serums,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Brightening', 'Comedogenic Rating (2)', 'Brightening', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Silicone', 'Anti-Aging', 'Allergens']"
L'Oreal Paris Youth Code Serum Intense Daily Treatment,serums,"['Anti-Aging', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Bad for Dry Skin', 'Allergens']"
MISSHA Mild Essence Sun Milk,serums,"['Good for Dry Skin', 'UV Protection', 'Good for Oily Skin', 'Silicone', 'UV Protection', 'Bad for Dry Skin', 'UV Protection', 'UV Protection', 'Good for Sensitive Skin', 'UV Protection', 'Brightening']"
Clinique Sculptwear Lift and Contour Serum for Face and Neck,serums,"['Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Fungal Acne Trigger']"
HOLIKA HOLIKA 3 Seconds Starter Hyaluronic Acid,serums,"['Bad for Sensitive Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Paraben', 'Comedogenic Rating (2)', 'Good for Oily Skin']"
The Ordinary AHA 30% + BHA 2% Peeling Solution,serums,"['Promotes Wound Healing', 'Anti-Aging', 'Good for Dry Skin', 'Anti-Aging', 'Acne-Fighting', 'Anti-Aging', 'Fungal Acne Trigger', 'Anti-Aging', 'Good for Sensitive Skin']"
CosRX Propolis Light Ampoule,serums,"['Promotes Wound Healing', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin']"
Mario Badescu Cellufirm Drops,serums,"['Good for Sensitive Skin', 'Anti-Aging', 'Promotes Wound Healing', 'Anti-Aging', 'Anti-Aging', 'Comedogenic Rating (2)']"
"Mizon AHA 8% Peeling Serum, Skin Renewal Program",serums,"['Promotes Wound Healing', 'Anti-Aging', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Bad for Dry Skin', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Paraben', 'Paraben', 'Good for Sensitive Skin']"
INNISFREE The Green Tea Seed Serum,serums,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Oily Skin', 'Fungal Acne Trigger']"
Bioderma Hydrabio Serum,serums,"['Brightening', 'Promotes Wound Healing', 'Good for Dry Skin', 'Silicone', 'Silicone']"
"Aveeno Soothing Relief Moisture Cream, Fragrance Free",moisturizers,"['Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Paraben', 'Paraben', 'Bad for Oily Skin', 'Paraben', 'Comedogenic Rating (2)']"
Neutrogena Foot Cream Norwegian Formula,moisturizers,"['Promotes Wound Healing', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Silicone', 'Silicone', 'Good for Oily Skin', 'Good for Oily Skin', 'Paraben', 'Bad for Oily Skin', 'Paraben', 'Brightening']"
"L'Oreal Paris Sublime Glow Daily Moisturizer, for Fair Skin Tones",moisturizers,"['Fungal Acne Trigger', 'Silicone', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Anti-Aging', 'Silicone', 'Fungal Acne Trigger', 'Paraben', 'Bad for Dry Skin', 'Paraben', 'Paraben', 'Paraben', 'Paraben', 'UV Protection']"
LADYKIN Affinitic Lifting Cream,moisturizers,"['Acne-Fighting', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Anti-Aging', 'Fungal Acne Trigger', 'Good for Sensitive Skin', 'Good for Dry Skin', 'Bad for Sensitive Skin', 'Silicone', 'Silicone', 'Silicone', 'Anti-Aging', 'Fungal Acne Trigger', 'Good for Oily Skin']"
"Clinique Super Rescue Antioxidant Night Moisturizer, for Very Dry to Dry Skin",moisturizers,"['Fungal Acne Trigger', 'Brightening', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Anti-Aging', 'Silicone', 'Anti-Aging', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Good for Sensitive Skin']"
Aveeno Active Naturals Daily Moisturizing Lotion,moisturizers,"['Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Bad for Oily Skin', 'Allergens']"
Mizon No. 1 Moist Kings Berry Cream,moisturizers,"['Fungal Acne Trigger', 'Brightening', 'Bad for Sensitive Skin', 'Comedogenic Rating (2)', 'Anti-Aging', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Anti-Aging', 'Silicone', 'Anti-Aging', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Brightening', 'UV Protection']"
Laneige Essential Balancing Emulsion_Moisture,moisturizers,"['Fungal Acne Trigger', 'Silicone', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Brightening', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Silicone', 'Silicone']"
Eucerin Sensitive Skin Redness Relief Daily Perfecting Lotion,moisturizers,"['Acne-Fighting', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Silicone', 'UV Protection', 'Paraben', 'Bad for Dry Skin', 'Paraben', 'UV Protection', 'Paraben', 'UV Protection']"
Dermalogica Power Rich - Tubes,moisturizers,"['Acne-Fighting', 'Fungal Acne Trigger', 'Silicone', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Brightening', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Anti-Aging', 'Comedogenic Rating (1)', 'Silicone', 'Silicone', 'Bad for Sensitive Skin', 'Anti-Aging', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Paraben', 'Paraben', 'Allergens', 'Allergens', 'Paraben', 'Paraben', 'Paraben', 'Brightening']"
Dermalogica Power Rich,moisturizers,"['Acne-Fighting', 'Fungal Acne Trigger', 'Silicone', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Brightening', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Anti-Aging', 'Comedogenic Rating (1)', 'Good for Oily Skin', 'Silicone', 'Silicone', 'Bad for Sensitive Skin', 'Anti-Aging', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Allergens', 'Allergens', 'Brightening']"
Shiseido The Skincare Multi-Energizing Cream,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Comedogenic Rating (1)', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Bad for Oily Skin', 'Silicone', 'Fungal Acne Trigger', 'Silicone', 'Anti-Aging', 'Bad for Dry Skin', 'Paraben', 'Bad for Oily Skin', 'Paraben']"
ETUDE HOUSE 99% Aloe Soothing Gel,moisturizers,"['Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Anti-Aging', 'Good for Sensitive Skin']"
Sulwhasoo Concentrated Ginseng Renewing Cream EX,moisturizers,"['Acne-Fighting', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Silicone', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Brightening', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Good for Dry Skin', 'Acne-Fighting', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Anti-Aging', 'Bad for Dry Skin', 'Fungal Acne Trigger', 'Silicone', 'Silicone', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Acne-Fighting', 'Fungal Acne Trigger']"
La Roche-Posay Cicaplast Gel B5,moisturizers,"['Silicone', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Fungal Acne Trigger']"
TONYMOLY Pure Eco Snail Moisture Gel,moisturizers,"['Anti-Aging', 'Good for Dry Skin', 'Anti-Aging', 'Bad for Sensitive Skin', 'Fungal Acne Trigger', 'Bad for Dry Skin']"
Uriage Bariederm Crème Isolante Réparatrice,moisturizers,"['Comedogenic Rating (1)', 'Silicone', 'Good for Dry Skin', 'Good for Dry Skin', 'Silicone', 'Silicone']"
CeraVe Healing Ointment,moisturizers,"['Promotes Wound Healing', 'Anti-Aging', 'Anti-Aging', 'Anti-Aging', 'Promotes Wound Healing', 'Silicone', 'Anti-Aging', 'Bad for Oily Skin', 'Comedogenic Rating (2)']"
"Shiseido The Skincare Night Moisture Recharge, Enriched",moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Bad for Oily Skin', 'UV Protection', 'Anti-Aging', 'Bad for Dry Skin', 'Fungal Acne Trigger', 'Silicone', 'Allergens', 'Allergens', 'Allergens']"
